title,company,location,apply_link,apply_type,employment_type,job_description
Data Scientist,Kaplan,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-at-kaplan-4318318529?position=56&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=cC8WYzaJxnoY1sOudseJOQ%3D%3D,Easy Apply,Full-time,"Job Description
For more than 80 years, Kaplan has been a trailblazer in education and professional advancement. We are a global company at the intersection of education and technology, focused on collaboration, innovation, and creativity to deliver a best in class educational experience and make Kaplan a great place to work.
Our offices in India opened in Bengaluru in 2018. Since then, our team has fueled growth and innovation across the organization, impacting students worldwide. We are eager to grow and expand with skilled professionals like you who use their talent to build solutions, enable effective learning, and improve students’ lives.
The future of education is here and we are eager to work alongside those who want to make a positive impact and inspire change in the world around them.
As a Data Scientist at Kaplan, you will play a pivotal role in driving data-informed decisions and developing cutting-edge solutions that enhance our educational products and services. You will leverage your expertise in machine learning, statistical modeling, and data analysis to extract meaningful insights from complex educational datasets. You will collaborate with product managers, engineers, and educators to identify opportunities for innovation and develop data-driven solutions that directly impact student learning and teacher effectiveness.
Key Responsibilities:
Develop and deploy advanced machine learning models:
Design, implement, and evaluate machine learning models for tasks such as personalized learning recommendations, student performance prediction, content optimization, and educational resource analysis.
Hands on experience in preparation of
evaluation datasets
and defining
evaluation metrics
for model training experiments.
Conduct in-depth data analysis:
Explore and analyze large datasets from various sources (e.g., student learning platforms, assessment data, user behavior logs) to identify trends, patterns, and insights that inform product development and educational strategies.
Design and execute experiments:
Develop and implement A/B testing and other experimental designs to evaluate the effectiveness of educational interventions and product features.
Communicate insights and recommendations:
Effectively communicate complex data insights and recommendations to both technical and non-technical audiences through visualizations, presentations, and reports.
Collaborate with cross-functional teams:
Work closely with product managers, engineers, educators, and researchers to define project goals, develop data-driven solutions, and ensure successful implementation.
Stay up-to-date with the latest advancements:
Continuously research and evaluate new machine learning techniques, tools, and best practices relevant to the education technology domain.
Contribute to the development of data infrastructure:
Work with data engineers to ensure data quality, accessibility, and scalability.
Work on building products and features that use Generative AI
Hybrid Schedule: 3 days remote / 2 days in office
Minimum Requirements:
Bachelor’s/Master's in Computer Science, Statistics, Mathematics, or a related field.
3+ years of experience as a Data Scientist, with a proven track record of developing and deploying machine learning models in a production environment.
Strong proficiency in programming languages such as Python (with libraries like scikit-learn, TensorFlow, PyTorch, pandas, NumPy) and LLMs ( ChatGPT, Gemini, Llama, Claude) etc.
Strong Proficiency in Transformer Architecture, Multimodality, RAG Pipelines and Prompt Engineering.
Experience with statistical modeling, data mining, and machine learning algorithms.
Experience in SQL and working with relational databases.
Experience working with cloud platforms (e.g., AWS, GCP, Azure).
Excellent communication and presentation skills, with the ability to translate complex technical concepts into clear and concise language.
Strong problem-solving and analytical skills.
Experience with MLOps workflow with tools such as Weights and Biases, MLFLow etc
Experience in integrating model monitoring in production
Passion for education and a desire to make a positive impact on student learning.
Experience with educational data and learning analytics is a plus.
Experience with Natural Language Processing and CNN Models is a plus.
Preferred Qualifications:
Publications in peer-reviewed journals or conferences related to machine learning or education technology.
Experience working with large-scale educational datasets.
Experience with recommender systems.
Experience with time series analysis."
Data Scientist,HCLTech,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-hcltech-4332413356?position=57&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=av7WNdg7EcWERMLsJYhHvA%3D%3D,Easy Apply,Full-time,"The People Analytics & Employee Sentiment Specialist will play a critical role, combining data science, behavioral insights, people analytics, and platform integration expertise. The role focuses on deriving actionable intelligence from employee sentiment and engagement data to guide strategic HR decisions. This includes developing AI/ML models, integrating data from multiple platforms, and designing behavioral nudges to enhance employee experience, productivity, and well-being.
Key Responsibilities
Sentiment Analytics & Insights
Build and deploy NLP and machine learning models to analyze employee morale, engagement, and cultural trends.
Interpret survey, chatbot, collaboration tool, and data for actionable insights.
Behavioral Insights & Nudge Interventions
Apply behavioral economics to identify engagement drivers.
Partner with Leaders to design and execute nudge-based interventions for performance, well-being, and compliance.
People Analytics Consulting
Translate analytical outputs into business strategies for HR leaders.
Develop dashboards (Power BI, Tableau) and reports for leadership review.
AI Research & Model Development
Explore and implement explainable AI solutions for HR applications.
Continuously improve models for predictive accuracy and ethical compliance.
Required Skills & Experience
Technical
: Python/R, NLP, ML algorithms, data visualization using Microsoft Fabric and PowerBI ), Azure Machine Learning, AutoML, API/cloud integration using Azure Integration Services.
Analytical
: Predictive modeling, sentiment analysis, and behavioral data interpretation.
Domain
: understanding of HR processes, engagement strategies, and employee experience frameworks.
Education
: Bachelor’s degree in Data Science, Behavioral Economics, Psychology, HR Analytics, or related field.
Experience
: 0-3 years in analytics, AI/ML, or HR technology roles; exposure to ethical AI practices preferred."
"AI ML Engineer, Senior",Qualcomm,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-senior-at-qualcomm-4307008078?position=58&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=M%2FQ4Gs3LR5QhQ4M2aP7NlQ%3D%3D,Apply (Offsite),Full-time,"Company
Qualcomm India Private Limited
Job Area
Engineering Group, Engineering Group > Hardware Engineering
General Summary
As a leading technology innovator, Qualcomm pushes the boundaries of what's possible to enable next-generation experiences and drives digital transformation to help create a smarter, connected future for all. As a Qualcomm Hardware Engineer, you will plan, design, optimize, verify, and test electronic systems, bring-up yield, circuits, mechanical systems, Digital/Analog/RF/optical systems, equipment and packaging, test systems, FPGA, and/or DSP systems that launch cutting-edge, world class products. Qualcomm Hardware Engineers collaborate with cross-functional teams to develop solutions and meet performance requirements.
Minimum Qualifications
Bachelor's degree in Computer Science, Electrical/Electronics Engineering, Engineering, or related field and 2+ years of Hardware Engineering or related work experience.
OR
Master's degree in Computer Science, Electrical/Electronics Engineering, Engineering, or related field and 1+ year of Hardware Engineering or related work experience.
OR
PhD in Computer Science, Electrical/Electronics Engineering, Engineering, or related field.
Core Technical Expertise
Strong software development experience (software engineering principles, algorithms, and data structures) with proficiency in Python.
Strong foundations in mathematics for ML and ML Algorithms (regression, tree ensembles, SVMs, clustering, time series), feature selection (PCA, mutual information), and model interpretability.
Hands-on experience with deep learning architectures (CNNs, RNNs, LSTMs, Transformers), training optimization (regularization, gradient clipping, learning rate scheduling), and advanced loss functions (contrastive, triplet).
Ability to break down design requirements and propose innovative, scalable solutions.
Additional Expertise
Exposure to generative AI & LLMs: Experience with prompt engineering, RAG, parameter-efficient finetuning, context management, and LLM evaluation frameworks.
Good understanding of VLSI Design Execution - with development experience on PnR or Synthesis or STA
Tooling & Infrastructure: Proficient in Python, PyTorch/TensorFlow, Scikit-learn, Pandas, NumPy
3+ years experience
Applicants
: Qualcomm is an equal opportunity employer. If you are an individual with a disability and need an accommodation during the application/hiring process, rest assured that Qualcomm is committed to providing an accessible process. You may e-mail disability-accomodations@qualcomm.com or call Qualcomm's toll-free number found here. Upon request, Qualcomm will provide reasonable accommodations to support individuals with disabilities to be able participate in the hiring process. Qualcomm is also committed to making our workplace accessible for individuals with disabilities. (Keep in mind that this email address is used to provide reasonable accommodations for individuals with disabilities. We will not respond here to requests for updates on applications or resume inquiries).
Qualcomm expects its employees to abide by all applicable policies and procedures, including but not limited to security and other requirements regarding protection of Company confidential information and other confidential and/or proprietary information, to the extent those requirements are permissible under applicable law.
To all Staffing and Recruiting Agencies
: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications.
If you would like more information about this role, please contact Qualcomm Careers."
Data Engineer,LIXIL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-engineer-at-lixil-4307830890?position=59&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=PbgVE%2BEZ7eTXPrXra5%2B5aw%3D%3D,Apply (Offsite),Full-time,"IMEA (India, Middle East, Africa)
India
LIXIL INDIA PVT LTD
Employee Assignment
Fully remote possible
Full Time
1 May 2025
Title
Data Engineer
Job Description
A Data Engineer is responsible for designing, building, and maintaining large-scale data systems and infrastructure. Their primary goal is to ensure that data is properly collected, stored, processed, and retrieved to support business intelligence, analytics, and data-driven decision-making.
Key Responsibilities
Design and Develop Data Pipelines: Create data pipelines to extract data from various sources, transform it into a standardized format, and load it into a centralized data repository.
Build and Maintain Data Infrastructure: Design, implement, and manage data warehouses, data lakes, and other data storage solutions.
Ensure Data Quality and Integrity: Develop data validation, cleansing, and normalization processes to ensure data accuracy and consistency.
Collaborate with Data Analysts and Business Process Owners: Work with data analysts and business process owners to understand their data requirements and provide data support for their projects.
Optimize Data Systems for Performance: Continuously monitor and optimize data systems for performance, scalability, and reliability.
Develop and Maintain Data Governance Policies: Create and enforce data governance policies to ensure data security, compliance, and regulatory requirements.
Experience & Skills
Hands-on experience in implementing, supporting, and administering modern cloud-based data solutions (Google BigQuery, AWS Redshift, Azure Synapse, Snowflake, etc.).
Strong programming skills in SQL, Java, and Python.
Experience in configuring and managing data pipelines using Apache Airflow, Informatica, Talend, SAP BODS or API-based extraction.
Expertise in real-time data processing frameworks.
Strong understanding of Git and CI/CD for automated deployment and version control.
Experience with Infrastructure-as-Code tools like Terraform for cloud resource management.
Good stakeholder management skills to collaborate effectively across teams.
Solid understanding of SAP ERP data and processes to integrate enterprise data sources.
Exposure to data visualization and front-end tools (Tableau, Looker, etc.).
Strong command of English with excellent communication skills."
Data Scientist,Syngenta,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-syngenta-4332047165?position=60&pageNum=0&refId=ZQ4pTg1FhlUdcJenWnQy0A%3D%3D&trackingId=Jc988Az5biKV%2FLbfOisq1w%3D%3D,Easy Apply,Full-time,"Company Description
Syngenta Seeds
Syngenta Seeds is one of the world’s largest developers and producers of seed for farmers, commercial growers, retailers and small seed companies. Syngenta seeds improve the quality and yields of crops. High-quality seeds ensure better and more productive crops, which is why farmers invest in them. Advanced seeds help mitigate risks such as disease and drought and allow farmers to grow food using less land, less water and fewer inputs.
Syngenta Seeds brings farmers more vigorous, stronger, resistant plants, including innovative hybrid varieties and biotech crops that can thrive even in challenging growing conditions.
Syngenta Seeds is headquartered in the United States.
Job Description
ROLE PURPOSE
We are looking for a highly skilled and proactive scientist with solid experience in data science applied to the agriculture sector, especially in plant breeding, genomic prediction, and genetics. The ideal candidate is not only technically strong, but also business-driven, capable of translating business needs into analytical solutions, and communicating results in a clear and actionable way to both technical and non-technical stakeholders.
The Data Scientist will play a strategic role in identifying high-impact opportunities, prioritizing projects based on value and feasibility, and ensuring the successful communication and delivery of data science outcomes across the organization.
DELIVERABLES
Collaborate with regional and global technical stakeholders to deepen the usage of genomic technologies in the company, applied to the Tropical Hub
Knowledge transfer across technical teams, increasing data science fluency within the organization
Data visualizations to deliver your results and drive business insights, using dashboards and visual analytics tools, such as Power BI, Tableau, R-Shiny, or Qlik Sense.
Clear technical documentation and reproducible workflows to support research and cross-team collaboration.
Performance reports and continuous improvement recommendations based on model evaluation and business feedback.
Effective business storytelling: translate complex analytical results into strategic insights for leadership and functional teams.
Project impact evaluations to prioritize initiatives and allocate resources efficiently.
KEY ROLES
Support local Applied Genomic Scientists in the development of automated data pipelines.
Support local Applied Genomic Scientists the development of phenotypic and genotypic data analyses.
Support Tropical Hub Applied Data Scientists evaluate data quality, and design experiments aligned with statistical best practices.
Translate complex business questions into data science problems, delivering actionable insights and measurable results.
Collaborate with breeders, data scientists, and applied genomic scientists to define project goals and success metrics.
Evaluate project feasibility and business impact, providing input for prioritization and strategic decision-making.
Foster a collaborative, insight-driven culture
Qualifications
Bachelor’s degree in agronomy, statistics, biotechnology, science and technology, computer science, computer engineering, or related fields.
Master’s or PhD (preferred) in genetics, quantitative genetics, plant breeding, statistics, bioinformatics, data science or another relevant scientific field.
Technical Skills
Solid experience in at least one of the following: genomic prediction and selection, quantitative genetics, molecular breeding, linear mixed models, artificial intelligence applied to plant breeding
Proficient in Python and/or R, experience in ML frameworks is desired. Software version control and best practices using Git is a must.
Solid understanding of SQL databases and data engineering principles
Hands-on experience with cloud platforms (AWS, Azure, GCP)
Experience using of visualization tools: R Shiny, Power BI, Tableau, Qlik Sense.
Soft Skills & Business Acumen
Highly proactive, autonomous, and goal oriented.
Ability to translate technical results into strategic business insights.
Skilled in communicating with leadership and cross-functional teams
Capable of assessing project value and impact to drive prioritization
Comfortable working in fast-paced, multidisciplinary environments"
Data Scientist,Cognizant,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-cognizant-4308576051?position=1&pageNum=2&refId=M5L%2FSHweIh%2FXpEtuwNGGnw%3D%3D&trackingId=%2FhpsIFJ81qGytDbdWk%2Blcw%3D%3D,Apply (Offsite),Full-time,"Title: Data Scientist
Location: Chennai
Job Description
Be a hands on problem solver with consultative approach, who can apply Machine Learning & Deep Learning algorithms to solve business challenges
Use the knowledge of wide variety of AI/ML techniques and algorithms to find what combinations of these techniques can best solve the problem
Improve Model accuracy to deliver greater business impact
Estimate business impact due to deployment of model
Work with the domain/customer teams to understand business context , data dictionaries and apply relevant Deep Learning solution for the given business challenge
Working with tools and scripts for sufficiently pre-processing the data & feature engineering for model development – Python / R / SQL / Cloud data pipelines
Design , develop & deploy Deep learning models using Tensorflow / Pytorch
Experience in using Deep learning models with text, speech, image and video data
Design & Develop NLP models for Text Classification, Custom Entity Recognition, Relationship extraction, Text Summarization, Topic Modeling, Reasoning over Knowledge Graphs, Semantic Search using NLP tools like Spacy and opensource Tensorflow, Pytorch, etc
Design and develop Image recognition & video analysis models using Deep learning algorithms and open source tools like OpenCV
Knowledge of State of the art Deep learning algorithms
Optimize and tune Deep Learnings model for best possible accuracy
Use visualization tools/modules to be able to explore and analyze outcomes & for Model validation eg: using Power BI / Tableau
Work with application teams, in deploying models on cloud as a service or on-prem
Deployment of models in Test / Control framework for tracking
Build CI/CD pipelines for ML model deployment
Integrating AI&ML models with other applications using REST APIs and other connector technologies
Constantly upskill and update with the latest techniques and best practices. Write white papers and create demonstrable assets to summarize the AIML work and its impact.
Technology/Subject Matter Expertise
Sufficient expertise in machine learning, mathematical and statistical sciences
Use of versioning & Collaborative tools like Git / Github
Good understanding of landscape of AI solutions – cloud, GPU based compute, data security and privacy, API gateways, microservices based architecture, big data ingestion, storage and processing, CUDA Programming
Develop prototype level ideas into a solution that can scale to industrial grade strength
Ability to quantify & estimate the impact of ML models
Soft Skills Profile
Curiosity to think in fresh and unique ways with the intent of breaking new ground.
Must have the ability to share, explain and “sell” their thoughts, processes, ideas and opinions, even outside their own span of control
Ability to think ahead, and anticipate the needs for solving the problem will be important
Ability to communicate key messages effectively, and articulate strong opinions in large forums
Desirable Experience
Keen contributor to open source communities, and communities like Kaggle
Ability to process Huge amount of Data using Pyspark/Hadoop
Development & Application of Reinforcement Learning
Knowledge of Optimization/Genetic Algorithms
Operationalizing Deep learning model for a customer and understanding nuances of scaling such models in real scenarios
Optimize and tune deep learning model for best possible accuracy
Understanding of stream data processing, RPA, edge computing, AR/VR etc
Appreciation of digital ethics, data privacy will be important
Experience of working with AI & Cognitive services platforms like Azure ML, IBM Watson, AWS Sagemaker, Google Cloud will all be a big plus
Experience in platforms like Data robot, Cognitive scale, H2O.AI etc will all be a big plus"
AI/ML Engineer,Impetus,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-impetus-4317836359?position=2&pageNum=2&refId=M5L%2FSHweIh%2FXpEtuwNGGnw%3D%3D&trackingId=Ahs%2FWB%2BwNyct1TD2al5zTQ%3D%3D,Easy Apply,Full-time,"Locations: Bangalore, Noida, Gurgaon, Pune, Indore, Hyderabad.
Experience: 4 - 12 Years.
Job Description:
Possess strong logical and analytical abilities in problem-solving and solution designing
Use case derivation and solution creation from structured/unstructured data
Provides LLM expertise to solve AI problems using state-of-the-art language models and off-the-shelf LLM services, such as OpenAI models. Along with knowledge around Retrieval augmented generation and relevant techniques to improvethe performance & capabilities of LLMs
Develop an end-to-end machine learning pipeline that includes model development, tuning, implementation, deployment, and MLOps
An end-to-end model pipeline for transformer-based use cases which includes model development and fine-tuning.
Work closely with business and product management teams to develop and implement analytics solutions.
Communicate results to diverse technical and non-technical audiences.
Research and Innovation: Stay up to date with the latest advancements in the fields of AI.
Mandatory Skills:
Python, Scikit-Learn, Transformer, PyTorch, SQL, LangChain
Model building, Hyperparameter tuning and Model performance metrics, Model Deployment of machine learning models
Deep learning/LLM models finetuning and evaluation
Good to Have Skills -
LLMOps
Cloud (AWS)"
"Applied AI Engineer, Postbot",Postman,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/applied-ai-engineer-postbot-at-postman-4002465958?position=3&pageNum=2&refId=M5L%2FSHweIh%2FXpEtuwNGGnw%3D%3D&trackingId=mC0XMYisnEyyN2ZK2JgVpA%3D%3D,Apply (Offsite),Full-time,"Who Are We?
Postman is the world’s leading API platform, used by more than 40 million developers and 500,000 organizations, including 98% of the Fortune 500. Postman is helping developers and professionals across the globe build the API-first world by simplifying each step of the API lifecycle and streamlining collaboration—enabling users to create better APIs, faster.
The company is headquartered in San Francisco and has offices in Boston, New York, and Bangalore - where Postman was founded. Postman is privately held, with funding from Battery Ventures, BOND, Coatue, CRV, Insight Partners, and Nexus Venture Partners. Learn more at postman.com or connect with Postman on X via @getpostman.
P.S: We highly recommend reading The ""API-First World"" graphic novel to understand the bigger picture and our vision at Postman.
The Opportunity
Are you excited about AI’s potential? Do you want to work toward the goal of using AI to help millions of developers be more effective at their jobs? At Postman, one of our goals is to create net new developers in the world, and we believe products like Postbot, an AI Assistant for our users, will play a vital role in this journey.
To help us with this, we’re seeking exceptional engineers to join us. As an AI Software Engineer, you will work with a talented team of engineers, researchers, design and Product teams, to design and implement key components on developing and implementing AI-powered products and workflows into Postman’s product.
If you are eager to learn more about how we work, this blog by the Postbot team will help you understand how we build and ship things.
What You'll Do
Generative AI Is Such a New Field That Best Practices And Recommendations Aren’t Fully Developed, So We Can Experiment And Learn a Lot. That Being Said, Here’s What Has Worked For Us So Far
Use your expertise to help evaluate benchmarks, build new agent architectures, design and manage data pipelines, and run large-scale experiments to ship new features.
Help integrate product and research by developing prototypes and translating them to production.
Stay ahead by engaging with the latest machine learning and AI developments. Take part in code reviews, share knowledge, and lead by example to maintain high-quality engineering practices.
Collaborate with cross-functional teams to deliver product features on time across Postman’s product stack.
Ship with high intent and work with the team to improve your ability to iterate and ship AI-powered features over time.
About You
Are a product-minded engineer (2-5 years+) who has the desire and flexibility to wear multiple hats
Have experience shipping AI features or building AI infrastructure
Have knowledge of basic machine learning methods, especially those related to natural language processing and generative models.
Have the ability to design and run ML research experiments, engineer prototypes, and build infrastructure and tooling for processing data.
Have a ""validate first and perfect later"" mentality and are curious about how things work inside the hood.
Are self-driven, self-motivated, able to work independently and in a team
Have a background in building and shipping world-class products at scale and have a passion and interest in AI
Have experience with NodeJS or Javascript is a plus
What Else?
In addition to Postman's pay-on-performance philosophy, and a flexible schedule working with a fun, collaborative team, Postman offers a comprehensive set of benefits, including full medical coverage, flexible PTO, wellness reimbursement, and a monthly lunch stipend. Along with that, our wellness programs will help you stay in the best of your physical and mental health. Our frequent and fascinating team-building events will keep you connected, while our donation-matching program can support the causes you care about. We’re building a long-term company with an inclusive culture where everyone can be the best version of themselves.
At Postman, we embrace a hybrid work model. For all roles based out of San Francisco Bay Area, Boston, Bangalore, Hyderabad, and New York, employees are expected to come into the office 3-days a week. We were thoughtful in our approach which is based on balancing flexibility and collaboration and grounded in feedback from our workforce, leadership team, and peers. The benefits of our hybrid office model will be shared knowledge, brainstorming sessions, communication, and building trust in-person that cannot be replicated via zoom.
Our Values
At Postman, we create with the same curiosity that we see in our users. We value transparency and honest communication about not only successes, but also failures. In our work, we focus on specific goals that add up to a larger vision. Our inclusive work culture ensures that everyone is valued equally as important pieces of our final product. We are dedicated to delivering the best products we can.
Equal opportunity
Postman is an Equal Employment Opportunity and Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. Postman does not accept unsolicited headhunter and agency resumes. Postman will not pay fees to any third-party agency or company that does not have a signed agreement with Postman."
Machine Learning,Virtusa,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-at-virtusa-4305361422?position=4&pageNum=2&refId=M5L%2FSHweIh%2FXpEtuwNGGnw%3D%3D&trackingId=BgSbcGflzOeweXvf0m8QWw%3D%3D,Apply (Offsite),Full-time,"The ideal candidate for this role should possess a strong blend of MLOps and ML engineering skills.
Technological Stack: Python, AWS services (ECS, Batch Compute, S3, Timestream, IAM, CloudWatch, Athena), Airflow for orchestration, MLflow for model versioning, GitLab CI, and eventually, AWS SageMaker pipelines.
Data Engineering Skills: Expertise in pipeline monitoring, including getting data from Bulk CDM, investigating query issues, and sending output data to ALTO.
ML Engineering Skills: Experience with debugging forecast and clustering models, setting up and automating CI/CD for ML workflows, developing and deploying end-to-end ML pipelines (data preparation, training, validation, deployment), and a strong background in ML frameworks like LightGBM.
MLOps Engineer to handle the tickets, and Data Engineering tickets/development"
Data Scientist [T500-20970],Albertsons Companies India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-t500-20970-at-albertsons-companies-india-4317823438?position=5&pageNum=2&refId=M5L%2FSHweIh%2FXpEtuwNGGnw%3D%3D&trackingId=L1hB1C%2Fg3X5JwOyTvYGLfg%3D%3D,Easy Apply,Full-time,"About Albertsons Companies Inc.:
As a leading food and drug retailer in the United States, Albertsons Companies, Inc. operates over 2,200 stores across 35 states and the District of Columbia. Our well-known banners across the United States, including Albertsons, Safeway, Vons, Jewel-Osco and others, serve more than 36 million U.S customers each week.
We build and shape technology solutions that solve customers’ problems every day, making things easier for them when they shop with us online or in a store. We have made bold, strategic moves to migrate and modernize our core foundational capabilities, positioning ourselves as the first fully cloud-based grocery tech company in the industry.
Our success is built on a one-team approach, driven by the desire to understand and enhance the customer experience. By constantly pushing the boundaries of retail, we are transforming shopping into an experience that is easy, efficient, fun and engaging.
About Albertsons Companies India:
At Albertsons Companies India, we're not just pushing the boundaries of technology and retail innovation, we're cultivating a space where ideas flourish and careers thrive. Our workplace in India is a vital extension of the Albertsons Companies Inc. workforce and important to the next phase in the company’s technology journey to support millions of customers’ lives every day.
At the Albertsons Companies India, we are raising the bar to grow across Technology & Engineering, AI, Digital and other company functions, and transform a 165-year-old American retailer. At Albertsons Companies India associates collaborate directly with international teams, enhancing decision-making processes and organizational agility through exciting and pivotal projects. Your work will make history and help millions of lives each day come together around the joys of food and inspire their well-being.
Position Title: Data Scientist
Job Description:
Roles & responsibilities:
Collaborate with business and product teams to develop production grade machine learning models on large-scale datasets and improve customers’ overall shopping experience
Enhance and apply end-to-end demand forecasting models to support various business decision making
Optimize inventory policies to reduce supply chain waste and opportunity cost related to holding excess inventory by maximizing the productivity of inventory
Identify key drivers for out of stocks and address them using Machine Learning and Mathematical Optimization techniques to maximize in stock conditions at stores to provide the best customer experience
Apply machine learning and mathematical optimization to increase productivity in ecommerce fulfillment operations and deliver the most optimum user experience on ecommerce website and loyalty mobile app
Build models and algorithms to fuel growth initiatives for In Stock, Omni Channel, Digital and Merchandising
Apply predictive modeling techniques to optimize the forecasts for planning needs
Scale up prototypes and implement reliable automated production workflow for models
Collaborate with software development engineers to integrate models
Experience Required:
Bachelor's or master's or PhD degree in quantitative discipline: Computer Science, Engineering, Data Science, Math, Statistics or related fields
2+ years of industry experience in applying data science and modeling methodologies: regression model, survival model, ensemble modeling, NLP, recommendation algorithm, clustering, deep learning algorithm, experimental design (Multivariate/A-B testing) and nonparametric Bayesian modeling etc.
2+ years of experience and proficiency in SQL, Python and/or Spark-ML
2+ years of SQL development skills writing queries, transforming data, mining structured and unstructured data.
2+ years of hands-on experience in building data science solutions and production-ready systems on big data platforms such as Snowflake, Spark, Hadoop
Strong teamwork and communication skill
Ability to write production-level code in Python
Experience with Snowflake, Azure Databricks is a strong plus
Skills Required:
Statistical and Experimental Modeling (regression modeling, survival modeling, experimental design multivariate/A-B testing)
ML and AI (deep learning algorithms, NLP, nonparametric Bayesian modeling, ensemble modeling, recommendation algorithms, clustering)
Mathematical and Applied Optimization (operations research, linear optimization, non-linear optimization, numerical search)
SQL, Python
Skills Preferred:
Big Data and Tools (Spark-ML, Snowflake, Spark, Hadoop, Big Query)
Production-level Python coding"
"Data Scientist, Product Analytics",Meta,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4296201549?position=6&pageNum=2&refId=M5L%2FSHweIh%2FXpEtuwNGGnw%3D%3D&trackingId=sBkmCNeEF56QaiagfgRTCA%3D%3D,Apply (Offsite),Full-time,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a varied set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development's biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product's ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a varied toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won't simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.
Data Scientist, Product Analytics Responsibilities:
Work with large and complex data sets to solve a wide array of challenging problems using different analytical and statistical approaches
Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and hundreds of millions of businesses
Identify and measure success of product efforts through goal setting, forecasting, and monitoring of key product metrics to understand trends
Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations
Partner with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions
Minimum Qualifications:
Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent
6+ years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)
6+ years of experience solving analytical problems using quantitative approaches, understanding ecosystems, user behaviors & long-term product trends, and leading data-driven projects from definition to execution [including defining metrics, experiment, design, communicating actionable insights]
Candidate must remain in role in the same team in India for a minimum period of 24 months before being eligible for transfer to another role, team or location
Preferred Qualifications:
Master's or Ph.D. Degree in a quantitative field
About Meta:
Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.
Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about  benefits  at Meta."
